562 Dratthalastaðir Meðalhiti
nr	ar	 man	   t	mat
562	1969	 3	-4.4	6
562	1969	 4	-0.0	6
562	1969	 5	 2.7	6
562	1969	 6	 8.6	6
562	1969	 7	 9.6	6
562	1969	 8	10.4	6
562	1969	 9	 5.6	6
562	1969	10	 2.5	6
562	1969	11	-3.9	6
562	1969	12	-1.8	6
562	1970	 1	-1.4	6
562	1970	 2	-5.1	6
562	1970	 3	-5.2	6
562	1970	 4	-1.2	6
562	1970	 5	 3.6	6
562	1970	 6	10.7	6
562	1970	 7	 6.9	6
562	1970	 8	 8.5	6
562	1970	 9	 5.7	6
562	1970	10	 2.4	6
562	1970	11	-1.4	6
562	1970	12	-0.6	6
562	1971	 1	-6.1	6
562	1971	 2	-1.4	6
562	1971	 3	-1.3	6
562	1971	 4	 0.5	6
562	1971	 5	 5.4	6
562	1971	 6	 6.8	6
562	1971	 7	 9.1	6
562	1971	 8	 8.6	6
562	1971	 9	 6.1	6
562	1971	10	 2.6	6
562	1971	11	-1.9	6
562	1971	12	-2.7	6
562	1972	 1	 0.9	6
562	1972	 2	 0.5	6
562	1972	 3	 1.0	6
562	1972	 4	 1.2	6
562	1972	 5	 6.1	6
562	1972	 6	 7.2	6
562	1972	 7	10.3	6
562	1972	 8	 8.9	6
562	1972	 9	 6.7	6
562	1972	10	 3.4	6
562	1972	11	-0.8	6
562	1972	12	-0.2	6
562	1973	 1	 1.2	6
562	1973	 2	-5.6	6
562	1973	 3	 0.5	6
562	1973	 4	-0.2	6
562	1973	 5	 3.5	6
562	1973	 6	 6.7	6
562	1973	 7	 9.8	6
562	1973	 8	 8.8	6
562	1973	 9	 7.0	6
562	1973	10	 2.4	6
562	1973	11	-6.1	6
562	1973	12	-6.5	6
562	1974	 1	 0.0	6
562	1974	 2	-2.0	6
562	1974	 3	 2.2	6
562	1974	 4	 5.8	6
562	1974	 5	 6.1	6
562	1974	 6	 8.5	6
562	1974	 7	 9.0	6
562	1974	 8	 7.8	6
562	1974	 9	 4.8	6
562	1974	10	 2.2	6
562	1974	11	 0.9	6
562	1974	12	-5.2	6
562	1975	 1	-6.0	6
562	1975	 2	-0.3	6
562	1975	 3	-2.5	6
562	1975	 4	-1.3	6
562	1975	 5	 4.8	6
562	1975	 6	 6.0	6
562	1975	 7	10.5	6
562	1975	 8	 9.6	6
562	1975	 9	 4.2	6
562	1975	10	 3.5	6
562	1975	11	 0.6	6
562	1975	12	-2.8	6
562	1976	 1	-5.2	6
562	1976	 2	-0.6	6
562	1976	 3	 1.1	6
562	1976	 4	 1.0	6
562	1976	 5	 3.7	6
562	1976	 6	 8.3	6
562	1976	 7	10.7	6
562	1976	 8	11.6	6
562	1976	 9	 6.7	6
562	1976	10	 5.1	6
562	1976	11	 1.3	6
562	1976	12	-4.2	6
562	1977	 1	-2.6	6
562	1977	 2	-2.4	6
562	1977	 3	-0.7	6
562	1977	 4	-1.6	6
562	1977	 5	 4.1	6
562	1977	 6	 8.3	6
562	1977	 7	 9.8	6
