495 Grímsstaðir Meðalhiti
nr	ar	 man	   t	mat
495	1975	 6	 4.8	6
495	1975	 7	10.3	6
495	1975	 8	 9.5	6
495	1975	 9	 1.2	6
495	1975	10	 1.6	6
495	1975	11	-1.4	6
495	1975	12	-5.1	6
495	1976	 1	-7.5	6
495	1976	 2	-3.0	6
495	1976	 3	-1.4	6
495	1976	 4	-0.2	6
495	1976	 5	 3.6	6
495	1976	 6	 8.3	6
495	1976	 7	10.8	6
495	1976	 8	 9.9	6
495	1976	 9	 5.2	6
495	1976	10	 2.9	6
495	1976	11	-0.7	6
495	1976	12	-7.3	6
495	1977	 1	-6.0	6
495	1977	 2	-6.1	6
495	1977	 3	-3.1	6
495	1977	 4	-4.1	6
495	1977	 5	 3.3	6
495	1977	 6	 6.8	6
495	1977	 7	 9.9	6
495	1977	 8	 7.5	6
495	1977	 9	 4.2	6
495	1977	10	 1.1	6
495	1977	11	-5.4	6
495	1977	12	-3.0	6
495	1978	 1	-6.9	6
495	1978	 2	-6.8	6
495	1978	 3	-3.6	6
495	1978	 4	-0.9	6
495	1978	 5	 4.1	6
495	1978	 6	 6.1	6
495	1978	 7	 8.5	6
495	1978	 8	 9.7	6
495	1978	 9	 3.7	6
495	1978	10	 0.7	6
495	1978	11	-3.6	6
495	1978	12	-2.8	6
495	1979	 1	-9.9	6
495	1979	 2	-6.2	6
495	1979	 3	-11.2	6
495	1979	 4	-3.3	6
495	1979	 5	-3.8	6
495	1979	 6	 6.2	6
495	1979	 7	 6.7	6
495	1979	 8	 6.1	6
495	1979	 9	 0.4	6
495	1979	10	 1.4	6
495	1979	11	-4.0	6
495	1979	12	-4.2	6
495	1980	 1	-6.0	6
495	1980	 2	-4.2	6
495	1980	 3	-3.6	6
495	1980	 4	 0.7	6
495	1980	 5	 5.2	6
495	1980	 6	 7.9	6
495	1980	 7	 8.8	6
495	1980	 8	 7.7	6
495	1980	 9	 4.3	6
495	1980	10	-2.5	6
495	1980	11	-4.2	6
495	1980	12	-7.3	6
495	1981	 1	-7.3	6
495	1981	 2	-6.5	6
495	1981	 3	-5.9	6
495	1981	 4	 0.5	6
495	1981	 5	 3.0	6
495	1981	 6	 5.5	6
495	1981	 7	 7.4	6
495	1981	 8	 9.0	6
495	1981	 9	 3.9	6
495	1981	10	-3.4	6
495	1981	11	-5.0	6
495	1981	12	-7.0	6
495	1982	 1	-6.4	6
495	1982	 2	-1.9	6
495	1982	 3	-3.7	6
495	1982	 4	-0.4	6
495	1982	 5	 0.9	6
495	1982	 6	 8.4	6
495	1982	 7	 9.8	6
495	1982	 8	 6.3	6
495	1982	 9	 2.0	6
495	1982	10	 1.3	6
495	1982	11	-4.9	6
495	1982	12	-6.0	6
495	1983	 1	-7.2	6
495	1983	 2	-3.0	6
495	1983	 3	-4.6	6
495	1983	 4	-5.6	6
495	1983	 5	 0.5	6
495	1983	 6	 6.4	6
495	1983	 7	 8.5	6
495	1983	 8	 8.0	6
495	1983	 9	 1.9	6
495	1983	10	-1.2	6
495	1983	11	-3.3	6
495	1983	12	-5.3	6
495	1984	 1	-8.8	6
495	1984	 2	-3.2	6
495	1984	 3	-3.0	6
495	1984	 4	 0.8	6
495	1984	 5	 3.9	6
495	1984	 6	 9.1	6
495	1984	 7	11.7	6
495	1984	 8	 9.9	6
495	1984	 9	 3.9	6
495	1984	10	-0.7	6
495	1984	11	-2.8	6
495	1984	12	-2.5	6
495	1985	 1	-6.8	6
495	1985	 2	-4.8	6
495	1985	 3	-4.9	6
495	1985	 4	-1.4	6
495	1985	 5	 4.4	6
495	1985	 6	 6.9	6
