178 Stykkishólmur Meðalhiti
nr	ar	 man	   t	mat
178	1878	 7	10.6	5
178	1878	 8	10.2	5
178	1878	 9	 6.2	5
178	1878	10	 1.9	5
178	1878	11	-0.4	5
178	1878	12	-5.1	5
178	1879	 1	 0.1	5
178	1879	 2	-2.9	5
178	1879	 3	-2.6	5
178	1879	 4	 1.3	5
178	1879	 5	 4.8	5
178	1879	 6	 7.9	5
178	1879	 7	 9.2	5
178	1879	 8	10.3	5
178	1879	 9	 5.4	5
178	1879	10	 4.5	5
178	1879	11	 2.5	5
178	1879	12	 0.6	5
178	1880	 1	 0.3	5
178	1880	 2	-1.5	5
178	1880	 3	 2.9	5
178	1880	 4	 4.7	5
178	1880	 5	 5.8	5
178	1880	 6	 9.5	5
178	1880	 7	12.3	5
178	1880	 8	12.0	5
178	1880	 9	 7.0	5
178	1880	10	 2.2	5
178	1880	11	-2.0	5
178	1880	12	-7.9	5
178	1881	 1	-8.4	5
178	1881	 2	-9.6	5
178	1881	 3	-13.3	5
178	1881	 4	 3.0	5
178	1881	 5	 5.1	5
178	1881	 6	 7.2	5
178	1881	 7	 9.2	5
178	1881	 8	 8.5	5
178	1881	 9	 9.8	5
178	1881	10	 4.8	5
178	1881	11	 1.8	5
178	1881	12	-0.3	5
178	1882	 1	-0.8	5
178	1882	 2	-4.2	5
178	1882	 3	-4.4	5
178	1882	 4	-2.2	5
178	1882	 5	 1.9	5
178	1882	 6	 5.6	5
178	1882	 7	 8.0	5
178	1882	 8	 6.5	5
178	1882	 9	 6.1	5
178	1882	10	 6.7	5
178	1882	11	 0.0	5
178	1882	12	-2.1	5
178	1883	 1	-0.9	5
178	1883	 2	-0.4	5
178	1883	 3	-1.0	5
178	1883	 4	 2.1	5
178	1883	 5	 1.9	5
178	1883	 6	 7.9	5
178	1883	 7	10.2	5
178	1883	 8	 8.7	5
178	1883	 9	 7.8	5
178	1883	10	 4.1	5
178	1883	11	 2.1	5
178	1883	12	-0.3	5
178	1884	 1	-2.3	5
178	1884	 2	-0.5	5
178	1884	 3	 1.6	5
178	1884	 4	 3.2	5
178	1884	 5	 3.1	5
178	1884	 6	 8.2	5
178	1884	 7	10.3	5
178	1884	 8	 9.7	5
178	1884	 9	 7.3	5
178	1884	10	 2.6	5
178	1884	11	 1.0	5
178	1884	12	-0.4	5
178	1885	 1	 0.9	5
178	1885	 2	-6.9	5
178	1885	 3	-3.0	5
178	1885	 4	-0.5	5
178	1885	 5	 2.9	5
178	1885	 6	 6.1	5
178	1885	 7	 8.8	5
178	1885	 8	 9.6	5
178	1885	 9	 7.0	5
178	1885	10	 2.4	5
178	1885	11	 0.6	5
178	1885	12	-2.7	5
178	1886	 1	-5.5	5
178	1886	 2	-3.6	5
178	1886	 3	-1.8	5
178	1886	 4	-0.8	5
178	1886	 5	 2.7	5
178	1886	 6	 6.5	5
178	1886	 7	 8.9	5
178	1886	 8	 8.0	5
178	1886	 9	 7.1	5
178	1886	10	 5.4	5
178	1886	11	 1.5	5
178	1886	12	-3.7	5
178	1887	 1	-1.7	5
178	1887	 2	-1.4	5
178	1887	 3	-1.8	5
178	1887	 4	-0.8	5
178	1887	 5	 3.9	5
178	1887	 6	 7.9	5
178	1887	 7	 8.1	5
178	1887	 8	 8.4	5
178	1887	 9	 7.5	5
178	1887	10	 3.0	5
178	1887	11	-1.2	5
178	1887	12	-3.4	5
178	1888	 1	-0.7	5
178	1888	 2	-1.1	5
178	1888	 3	-4.3	5
178	1888	 4	 0.0	5
178	1888	 5	 1.9	5
178	1888	 6	 8.5	5
178	1888	 7	 9.3	5
178	1888	 8	 8.5	5
178	1888	 9	 7.0	5
178	1888	10	 3.4	5
178	1888	11	 2.1	5
178	1888	12	-0.4	5
178	1889	 1	-2.3	5
178	1889	 2	-3.6	5
178	1889	 3	-1.4	5
178	1889	 4	 1.1	5
178	1889	 5	 7.0	5
178	1889	 6	 9.3	5
178	1889	 7	10.8	5
178	1889	 8	10.6	5
178	1889	 9	 8.6	5
178	1889	10	 5.3	5
178	1889	11	 2.3	5
178	1889	12	 0.0	5
178	1890	 1	-1.6	5
178	1890	 2	 0.9	5
178	1890	 3	-2.0	5
178	1890	 4	 2.3	5
178	1890	 5	 6.3	5
178	1890	 6	 7.4	5
178	1890	 7	10.0	5
178	1890	 8	 9.3	5
178	1890	 9	 6.8	5
178	1890	10	 3.2	5
178	1890	11	 1.2	5
178	1890	12	 1.5	5
178	1891	 1	-0.5	5
178	1891	 2	 0.6	5
178	1891	 3	-4.7	5
178	1891	 4	 2.0	5
178	1891	 5	 4.2	5
178	1891	 6	10.0	5
178	1891	 7	11.0	5
178	1891	 8	 9.7	5
178	1891	 9	 7.2	5
178	1891	10	 5.8	5
178	1891	11	 0.5	5
178	1891	12	-1.3	5
178	1892	 1	-4.1	5
178	1892	 2	-6.4	5
178	1892	 3	-4.6	5
178	1892	 4	-0.8	5
178	1892	 5	 2.1	5
178	1892	 6	 6.3	5
178	1892	 7	 8.6	5
178	1892	 8	 8.1	5
178	1892	 9	 5.6	5
178	1892	10	 3.8	5
